City,State short,State full,County
"Kösching","BY","Bayern","Eichstätt"
"Lenting","BY","Bayern","Eichstätt"
"Mörnsheim","BY","Bayern","Eichstätt"
"Stammham","BY","Bayern","Eichstätt"
"Titting","BY","Bayern","Eichstätt"
"Wellheim","BY","Bayern","Eichstätt"
"Wettstetten","BY","Bayern","Eichstätt"
"Pollenfeld","BY","Bayern","Eichstätt"
"Schernfeld","BY","Bayern","Eichstätt"
"Walting","BY","Bayern","Eichstätt"
"Böhmfeld","BY","Bayern","Eichstätt"
"Eitensheim","BY","Bayern","Eichstätt"
"Adelschlag","BY","Bayern","Eichstätt"
"Egweil","BY","Bayern","Eichstätt"
"Nassenfels","BY","Bayern","Eichstätt"
"Mindelstetten","BY","Bayern","Eichstätt"
"Oberdolling","BY","Bayern","Eichstätt"
"Pförring","BY","Bayern","Eichstätt"
"Haunstetter Forst","BY","Bayern","Eichstätt"
"Bockhorn","BY","Bayern","Erding"
"Dorfen","BY","Bayern","Erding"
"Erding","BY","Bayern","Erding"
"Finsing","BY","Bayern","Erding"
"Forstern","BY","Bayern","Erding"
"Fraunberg","BY","Bayern","Erding"
"Isen","BY","Bayern","Erding"
"Lengdorf","BY","Bayern","Erding"
"Moosinning","BY","Bayern","Erding"
"Sankt Wolfgang","BY","Bayern","Erding"
"Taufkirchen","BY","Bayern","Erding"
"Buch a.Buchrain","BY","Bayern","Erding"
"Pastetten","BY","Bayern","Erding"
"Walpertskirchen","BY","Bayern","Erding"
"Wörth","BY","Bayern","Erding"
"Eitting","BY","Bayern","Erding"
"Oberding","BY","Bayern","Erding"
"Neuching","BY","Bayern","Erding"
"Ottenhofen","BY","Bayern","Erding"
"Hohenpolding","BY","Bayern","Erding"
"Inning a.Holz","BY","Bayern","Erding"
"Kirchberg","BY","Bayern","Erding"
"Steinkirchen","BY","Bayern","Erding"
"Berglern","BY","Bayern","Erding"
"Langenpreising","BY","Bayern","Erding"
"Wartenberg","BY","Bayern","Erding"
"Au i.d.Hallertau","BY","Bayern","Freising"
"Eching","BY","Bayern","Freising"
"Rudelzhausen","BY","Bayern","Freising"
"Fahrenzhausen","BY","Bayern","Freising"
"Freising","BY","Bayern","Freising"
"Hallbergmoos","BY","Bayern","Freising"
"Hohenkammer","BY","Bayern","Freising"
"Kirchdorf a.d.Amper","BY","Bayern","Freising"
"Kranzberg","BY","Bayern","Freising"
"Langenbach","BY","Bayern","Freising"
"Marzling","BY","Bayern","Freising"
"Moosburg a.d.Isar","BY","Bayern","Freising"
"Nandlstadt","BY","Bayern","Freising"
"Neufahrn b.Freising","BY","Bayern","Freising"
"Allershausen","BY","Bayern","Freising"
"Paunzhausen","BY","Bayern","Freising"
"Gammelsdorf","BY","Bayern","Freising"
"Hörgertshausen","BY","Bayern","Freising"
"Mauern","BY","Bayern","Freising"
"Wang","BY","Bayern","Freising"
"Attenkirchen","BY","Bayern","Freising"
"Haag a.d.Amper","BY","Bayern","Freising"
"Wolfersdorf","BY","Bayern","Freising"
"Zolling","BY","Bayern","Freising"
"Alling","BY","Bayern","Fürstenfeldbruck"
"Egenhofen","BY","Bayern","Fürstenfeldbruck"
"Eichenau","BY","Bayern","Fürstenfeldbruck"
"Emmering","BY","Bayern","Fürstenfeldbruck"
"Fürstenfeldbruck","BY","Bayern","Fürstenfeldbruck"
"Germering","BY","Bayern","Fürstenfeldbruck"
"Gröbenzell","BY","Bayern","Fürstenfeldbruck"
"Maisach","BY","Bayern","Fürstenfeldbruck"
"Moorenweis","BY","Bayern","Fürstenfeldbruck"
"Olching","BY","Bayern","Fürstenfeldbruck"
"Puchheim","BY","Bayern","Fürstenfeldbruck"
"Türkenfeld","BY","Bayern","Fürstenfeldbruck"
"Adelshofen","BY","Bayern","Fürstenfeldbruck"
"Althegnenberg","BY","Bayern","Fürstenfeldbruck"
"Hattenhofen","BY","Bayern","Fürstenfeldbruck"
"Jesenwang","BY","Bayern","Fürstenfeldbruck"
"Landsberied","BY","Bayern","Fürstenfeldbruck"
"Mammendorf","BY","Bayern","Fürstenfeldbruck"
"Mittelstetten","BY","Bayern","Fürstenfeldbruck"
"Oberschweinbach","BY","Bayern","Fürstenfeldbruck"
"Grafrath","BY","Bayern","Fürstenfeldbruck"
"Kottgeisering","BY","Bayern","Fürstenfeldbruck"
"Schöngeising","BY","Bayern","Fürstenfeldbruck"
"Bad Kohlgrub","BY","Bayern","Garmisch-Partenkirchen"
"Farchant","BY","Bayern","Garmisch-Partenkirchen"
"Garmisch-Partenkirchen","BY","Bayern","Garmisch-Partenkirchen"
"Grainau","BY","Bayern","Garmisch-Partenkirchen"
"Krün","BY","Bayern","Garmisch-Partenkirchen"
"Mittenwald","BY","Bayern","Garmisch-Partenkirchen"
"Murnau a.Staffelsee","BY","Bayern","Garmisch-Partenkirchen"
"Oberammergau","BY","Bayern","Garmisch-Partenkirchen"
"Oberau","BY","Bayern","Garmisch-Partenkirchen"
"Uffing a.Staffelsee","BY","Bayern","Garmisch-Partenkirchen"
"Wallgau","BY","Bayern","Garmisch-Partenkirchen"
"Bad Bayersoien","BY","Bayern","Garmisch-Partenkirchen"
"Saulgrub","BY","Bayern","Garmisch-Partenkirchen"
"Ettal","BY","Bayern","Garmisch-Partenkirchen"
"Unterammergau","BY","Bayern","Garmisch-Partenkirchen"
"Eschenlohe","BY","Bayern","Garmisch-Partenkirchen"
"Großweil","BY","Bayern","Garmisch-Partenkirchen"
"Ohlstadt","BY","Bayern","Garmisch-Partenkirchen"
"Schwaigen","BY","Bayern","Garmisch-Partenkirchen"
"Riegsee","BY","Bayern","Garmisch-Partenkirchen"
"Seehausen a.Staffelsee","BY","Bayern","Garmisch-Partenkirchen"
"Spatzenhausen","BY","Bayern","Garmisch-Partenkirchen"
"Ettaler Forst","BY","Bayern","Garmisch-Partenkirchen"
"Denklingen","BY","Bayern","Landsberg am Lech"
"Dießen am Ammersee","BY","Bayern","Landsberg am Lech"
"Egling a.d.Paar","BY","Bayern","Landsberg am Lech"
"Geltendorf","BY","Bayern","Landsberg am Lech"
"Kaufering","BY","Bayern","Landsberg am Lech"
"Landsberg am Lech","BY","Bayern","Landsberg am Lech"
"Penzing","BY","Bayern","Landsberg am Lech"
"Utting am Ammersee","BY","Bayern","Landsberg am Lech"
"Weil","BY","Bayern","Landsberg am Lech"
"Fuchstal","BY","Bayern","Landsberg am Lech"
"Unterdießen","BY","Bayern","Landsberg am Lech"
"Hurlach","BY","Bayern","Landsberg am Lech"
"Igling","BY","Bayern","Landsberg am Lech"
"Obermeitingen","BY","Bayern","Landsberg am Lech"
"Prittriching","BY","Bayern","Landsberg am Lech"
"Scheuring","BY","Bayern","Landsberg am Lech"
"Hofstetten","BY","Bayern","Landsberg am Lech"
"Schwifting","BY","Bayern","Landsberg am Lech"
"Pürgen","BY","Bayern","Landsberg am Lech"
"Apfeldorf","BY","Bayern","Landsberg am Lech"
"Kinsau","BY","Bayern","Landsberg am Lech"
"Vilgertshofen","BY","Bayern","Landsberg am Lech"
"Reichling","BY","Bayern","Landsberg am Lech"
"Rott","BY","Bayern","Landsberg am Lech"
"Thaining","BY","Bayern","Landsberg am Lech"
"Eching am Ammersee","BY","Bayern","Landsberg am Lech"
"Greifenberg","BY","Bayern","Landsberg am Lech"
"Schondorf am Ammersee","BY","Bayern","Landsberg am Lech"
"Eresing","BY","Bayern","Landsberg am Lech"
"Finning","BY","Bayern","Landsberg am Lech"
"Windach","BY","Bayern","Landsberg am Lech"
"Ammersee","BY","Bayern","Landsberg am Lech"
"Bad Wiessee","BY","Bayern","Miesbach"
"Bayrischzell","BY","Bayern","Miesbach"
"Fischbachau","BY","Bayern","Miesbach"
"Gmund a.Tegernsee","BY","Bayern","Miesbach"
"Hausham","BY","Bayern","Miesbach"
"Holzkirchen","BY","Bayern","Miesbach"
"Irschenberg","BY","Bayern","Miesbach"
"Kreuth","BY","Bayern","Miesbach"
"Miesbach","BY","Bayern","Miesbach"
"Otterfing","BY","Bayern","Miesbach"
"Rottach-Egern","BY","Bayern","Miesbach"
"Schliersee","BY","Bayern","Miesbach"
"Tegernsee","BY","Bayern","Miesbach"
"Valley","BY","Bayern","Miesbach"
"Waakirchen","BY","Bayern","Miesbach"
"Warngau","BY","Bayern","Miesbach"
"Weyarn","BY","Bayern","Miesbach"
"Ampfing","BY","Bayern","Mühldorf a.Inn"
"Aschau a.Inn","BY","Bayern","Mühldorf a.Inn"
"Buchbach","BY","Bayern","Mühldorf a.Inn"
"Haag i.OB","BY","Bayern","Mühldorf a.Inn"
"Mettenheim","BY","Bayern","Mühldorf a.Inn"
"Mühldorf a.Inn","BY","Bayern","Mühldorf a.Inn"
"Obertaufkirchen","BY","Bayern","Mühldorf a.Inn"
"Schwindegg","BY","Bayern","Mühldorf a.Inn"
"Waldkraiburg","BY","Bayern","Mühldorf a.Inn"
"Heldenstein","BY","Bayern","Mühldorf a.Inn"
"Rattenkirchen","BY","Bayern","Mühldorf a.Inn"
"Gars a.Inn","BY","Bayern","Mühldorf a.Inn"
"Unterreit","BY","Bayern","Mühldorf a.Inn"
"Kirchdorf","BY","Bayern","Mühldorf a.Inn"
"Reichertsheim","BY","Bayern","Mühldorf a.Inn"
"Jettenbach","BY","Bayern","Mühldorf a.Inn"
"Kraiburg a.Inn","BY","Bayern","Mühldorf a.Inn"
"Taufkirchen","BY","Bayern","Mühldorf a.Inn"
"Egglkofen","BY","Bayern","Mühldorf a.Inn"
"Neumarkt-Sankt Veit","BY","Bayern","Mühldorf a.Inn"
"Lohkirchen","BY","Bayern","Mühldorf a.Inn"
"Oberbergkirchen","BY","Bayern","Mühldorf a.Inn"
"Schönberg","BY","Bayern","Mühldorf a.Inn"
"Zangberg","BY","Bayern","Mühldorf a.Inn"
"Oberneukirchen","BY","Bayern","Mühldorf a.Inn"
"Polling","BY","Bayern","Mühldorf a.Inn"
"Erharting","BY","Bayern","Mühldorf a.Inn"
"Niederbergkirchen","BY","Bayern","Mühldorf a.Inn"
"Niedertaufkirchen","BY","Bayern","Mühldorf a.Inn"
"Maitenbeth","BY","Bayern","Mühldorf a.Inn"
"Rechtmehring","BY","Bayern","Mühldorf a.Inn"
"Mühldorfer Hart","BY","Bayern","Mühldorf a.Inn"
"Aschheim","BY","Bayern","München"
"Baierbrunn","BY","Bayern","München"
"Brunnthal","BY","Bayern","München"
"Feldkirchen","BY","Bayern","München"
"Garching b.München","BY","Bayern","München"
"Gräfelfing","BY","Bayern","München"
"Grasbrunn","BY","Bayern","München"
"Grünwald","BY","Bayern","München"
"Haar","BY","Bayern","München"
"Höhenkirchen-Siegertsbrunn","BY","Bayern","München"
"Hohenbrunn","BY","Bayern","München"
"Ismaning","BY","Bayern","München"
"Kirchheim b.München","BY","Bayern","München"
"Neuried","BY","Bayern","München"
"Oberhaching","BY","Bayern","München"
"Oberschleißheim","BY","Bayern","München"
"Ottobrunn","BY","Bayern","München"
"Aying","BY","Bayern","München"
"Planegg","BY","Bayern","München"
"Pullach i.Isartal","BY","Bayern","München"
"Putzbrunn","BY","Bayern","München"
"Sauerlach","BY","Bayern","München"
"Schäftlarn","BY","Bayern","München"
"Straßlach-Dingharting","BY","Bayern","München"
"Taufkirchen","BY","Bayern","München"
"Neubiberg","BY","Bayern","München"
"Unterföhring","BY","Bayern","München"
"Unterhaching","BY","Bayern","München"
"Unterschleißheim","BY","Bayern","München"
"Forstenrieder Park","BY","Bayern","München"
"Grünwalder Forst","BY","Bayern","München"
"Perlacher Forst","BY","Bayern","München"
"Aresing","BY","Bayern","Neuburg-Schrobenhausen"
"Burgheim","BY","Bayern","Neuburg-Schrobenhausen"
"Ehekirchen","BY","Bayern","Neuburg-Schrobenhausen"
"Karlshuld","BY","Bayern","Neuburg-Schrobenhausen"
"Karlskron","BY","Bayern","Neuburg-Schrobenhausen"
"Neuburg a.d.Donau","BY","Bayern","Neuburg-Schrobenhausen"
"Oberhausen","BY","Bayern","Neuburg-Schrobenhausen"
"Rennertshofen","BY","Bayern","Neuburg-Schrobenhausen"
"Schrobenhausen","BY","Bayern","Neuburg-Schrobenhausen"
"Königsmoos","BY","Bayern","Neuburg-Schrobenhausen"
"Weichering","BY","Bayern","Neuburg-Schrobenhausen"
"Bergheim","BY","Bayern","Neuburg-Schrobenhausen"
"Rohrenfels","BY","Bayern","Neuburg-Schrobenhausen"
"Berg im Gau","BY","Bayern","Neuburg-Schrobenhausen"
"Brunnen","BY","Bayern","Neuburg-Schrobenhausen"
"Gachenbach","BY","Bayern","Neuburg-Schrobenhausen"
"Langenmosen","BY","Bayern","Neuburg-Schrobenhausen"
"Waidhofen","BY","Bayern","Neuburg-Schrobenhausen"
"Baar-Ebenhausen","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Gerolsbach","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Hohenwart","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Jetzendorf","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Manching","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Münchsmünster","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Pfaffenhofen a.d.Ilm","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Reichertshausen","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Rohrbach","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Scheyern","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Schweitenkirchen","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Vohburg a.d.Donau","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Wolnzach","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Ernsgaden","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Geisenfeld","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Hettenshausen","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Ilmmünster","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Pörnbach","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Reichertshofen","BY","Bayern","Pfaffenhofen a.d.Ilm"
"Amerang","BY","Bayern","Rosenheim"
"Aschau i.Chiemgau","BY","Bayern","Rosenheim"
"Babensham","BY","Bayern","Rosenheim"
"Bad Aibling","BY","Bayern","Rosenheim"
"Bernau a.Chiemsee","BY","Bayern","Rosenheim"
"Brannenburg","BY","Bayern","Rosenheim"
"Bruckmühl","BY","Bayern","Rosenheim"
"Edling","BY","Bayern","Rosenheim"
"Eggstätt","BY","Bayern","Rosenheim"
"Eiselfing","BY","Bayern","Rosenheim"
"Bad Endorf","BY","Bayern","Rosenheim"
"Bad Feilnbach","BY","Bayern","Rosenheim"
"Feldkirchen-Westerham","BY","Bayern","Rosenheim"
"Flintsbach a.Inn","BY","Bayern","Rosenheim"
"Frasdorf","BY","Bayern","Rosenheim"
"Griesstätt","BY","Bayern","Rosenheim"
"Großkarolinenfeld","BY","Bayern","Rosenheim"
"Schechen","BY","Bayern","Rosenheim"
"Kiefersfelden","BY","Bayern","Rosenheim"
"Kolbermoor","BY","Bayern","Rosenheim"
"Neubeuern","BY","Bayern","Rosenheim"
"Nußdorf a.Inn","BY","Bayern","Rosenheim"
"Oberaudorf","BY","Bayern","Rosenheim"
"Prien a.Chiemsee","BY","Bayern","Rosenheim"
"Prutting","BY","Bayern","Rosenheim"
"Raubling","BY","Bayern","Rosenheim"
"Riedering","BY","Bayern","Rosenheim"
"Rimsting","BY","Bayern","Rosenheim"
"Rohrdorf","BY","Bayern","Rosenheim"
"Samerberg","BY","Bayern","Rosenheim"
"Söchtenau","BY","Bayern","Rosenheim"
"Soyen","BY","Bayern","Rosenheim"
"Stephanskirchen","BY","Bayern","Rosenheim"
"Tuntenhausen","BY","Bayern","Rosenheim"
"Vogtareuth","BY","Bayern","Rosenheim"
"Wasserburg a.Inn","BY","Bayern","Rosenheim"
"Breitbrunn a.Chiemsee","BY","Bayern","Rosenheim"
"Chiemsee","BY","Bayern","Rosenheim"
"Gstadt a.Chiemsee","BY","Bayern","Rosenheim"
"Halfing","BY","Bayern","Rosenheim"
"Höslwang","BY","Bayern","Rosenheim"
"Schonstett","BY","Bayern","Rosenheim"
"Ramerberg","BY","Bayern","Rosenheim"
"Rott a.Inn","BY","Bayern","Rosenheim"
"Pfaffing","BY","Bayern","Rosenheim"
"Albaching","BY","Bayern","Rosenheim"
"Rotter Forst-Nord","BY","Bayern","Rosenheim"
"Rotter Forst-Süd","BY","Bayern","Rosenheim"
"Berg","BY","Bayern","Starnberg"
"Andechs","BY","Bayern","Starnberg"
"Feldafing","BY","Bayern","Starnberg"
"Gauting","BY","Bayern","Starnberg"
"Gilching","BY","Bayern","Starnberg"
"Herrsching a.Ammersee","BY","Bayern","Starnberg"
"Inning a.Ammersee","BY","Bayern","Starnberg"
"Krailling","BY","Bayern","Starnberg"
"Seefeld","BY","Bayern","Starnberg"
"Pöcking","BY","Bayern","Starnberg"
"Starnberg","BY","Bayern","Starnberg"
"Tutzing","BY","Bayern","Starnberg"
"Weßling","BY","Bayern","Starnberg"
"Wörthsee","BY","Bayern","Starnberg"
"Starnberger See","BY","Bayern","Starnberg"
"Altenmarkt a.d.Alz","BY","Bayern","Traunstein"
"Chieming","BY","Bayern","Traunstein"
"Engelsberg","BY","Bayern","Traunstein"
"Fridolfing","BY","Bayern","Traunstein"
"Grabenstätt","BY","Bayern","Traunstein"
"Grassau","BY","Bayern","Traunstein"
"Inzell","BY","Bayern","Traunstein"
"Kirchanschöring","BY","Bayern","Traunstein"
"Nußdorf","BY","Bayern","Traunstein"
"Palling","BY","Bayern","Traunstein"
"Petting","BY","Bayern","Traunstein"
"Reit im Winkl","BY","Bayern","Traunstein"
"Ruhpolding","BY","Bayern","Traunstein"
"Schleching","BY","Bayern","Traunstein"
"Schnaitsee","BY","Bayern","Traunstein"
"Seeon-Seebruck","BY","Bayern","Traunstein"
"Siegsdorf","BY","Bayern","Traunstein"
"Surberg","BY","Bayern","Traunstein"
"Tacherting","BY","Bayern","Traunstein"
"Tittmoning","BY","Bayern","Traunstein"
"Traunreut","BY","Bayern","Traunstein"
"Traunstein","BY","Bayern","Traunstein"
"Trostberg","BY","Bayern","Traunstein"
"Übersee","BY","Bayern","Traunstein"
"Unterwössen","BY","Bayern","Traunstein"
"Bergen","BY","Bayern","Traunstein"
"Vachendorf","BY","Bayern","Traunstein"
"Marquartstein","BY","Bayern","Traunstein"
"Staudach-Egerndach","BY","Bayern","Traunstein"
"Kienberg","BY","Bayern","Traunstein"
"Obing","BY","Bayern","Traunstein"
"Pittenhart","BY","Bayern","Traunstein"
"Taching a.See","BY","Bayern","Traunstein"
"Waging a.See","BY","Bayern","Traunstein"
"Wonneberg","BY","Bayern","Traunstein"
"Chiemsee","BY","Bayern","Traunstein"
"Waginger See","BY","Bayern","Traunstein"
"Bernried am Starnberger See","BY","Bayern","Weilheim-Schongau"
"Hohenpeißenberg","BY","Bayern","Weilheim-Schongau"
"Pähl","BY","Bayern","Weilheim-Schongau"
"Peißenberg","BY","Bayern","Weilheim-Schongau"
"Peiting","BY","Bayern","Weilheim-Schongau"
"Penzberg","BY","Bayern","Weilheim-Schongau"
"Polling","BY","Bayern","Weilheim-Schongau"
"Raisting","BY","Bayern","Weilheim-Schongau"
"Schongau","BY","Bayern","Weilheim-Schongau"
"Weilheim i.OB","BY","Bayern","Weilheim-Schongau"
"Wessobrunn","BY","Bayern","Weilheim-Schongau"
"Wielenbach","BY","Bayern","Weilheim-Schongau"
"Altenstadt","BY","Bayern","Weilheim-Schongau"
"Hohenfurch","BY","Bayern","Weilheim-Schongau"
"Ingenried","BY","Bayern","Weilheim-Schongau"
"Schwabbruck","BY","Bayern","Weilheim-Schongau"
"Schwabsoien","BY","Bayern","Weilheim-Schongau"
"Bernbeuren","BY","Bayern","Weilheim-Schongau"
"Burggen","BY","Bayern","Weilheim-Schongau"
"Antdorf","BY","Bayern","Weilheim-Schongau"
"Habach","BY","Bayern","Weilheim-Schongau"
"Obersöchering","BY","Bayern","Weilheim-Schongau"
"Sindelsdorf","BY","Bayern","Weilheim-Schongau"
"Eberfing","BY","Bayern","Weilheim-Schongau"
"Eglfing","BY","Bayern","Weilheim-Schongau"
"Huglfing","BY","Bayern","Weilheim-Schongau"
"Oberhausen","BY","Bayern","Weilheim-Schongau"
"Böbing","BY","Bayern","Weilheim-Schongau"
"Rottenbuch","BY","Bayern","Weilheim-Schongau"
"Iffeldorf","BY","Bayern","Weilheim-Schongau"
"Seeshaupt","BY","Bayern","Weilheim-Schongau"
"Prem","BY","Bayern","Weilheim-Schongau"
"Steingaden","BY","Bayern","Weilheim-Schongau"
"Wildsteig","BY","Bayern","Weilheim-Schongau"
"Landshut","BY","Bayern","Landshut"
"Passau","BY","Bayern","Passau"
"Straubing","BY","Bayern","Straubing"
"Aholming","BY","Bayern","Deggendorf"
"Auerbach","BY","Bayern","Deggendorf"
"Bernried","BY","Bayern","Deggendorf"
"Deggendorf","BY","Bayern","Deggendorf"
"Grafling","BY","Bayern","Deggendorf"
"Hengersberg","BY","Bayern","Deggendorf"
"Iggensbach","BY","Bayern","Deggendorf"
"Künzing","BY","Bayern","Deggendorf"
"Metten","BY","Bayern","Deggendorf"
"Niederalteich","BY","Bayern","Deggendorf"
"Offenberg","BY","Bayern","Deggendorf"
"Osterhofen","BY","Bayern","Deggendorf"
"Plattling","BY","Bayern","Deggendorf"
"Stephansposching","BY","Bayern","Deggendorf"
"Winzer","BY","Bayern","Deggendorf"
"Grattersdorf","BY","Bayern","Deggendorf"
"Hunding","BY","Bayern","Deggendorf"
"Lalling","BY","Bayern","Deggendorf"
"Schaufling","BY","Bayern","Deggendorf"
"Oberpöring","BY","Bayern","Deggendorf"
"Otzing","BY","Bayern","Deggendorf"
"Wallerfing","BY","Bayern","Deggendorf"
"Buchhofen","BY","Bayern","Deggendorf"
"Moos","BY","Bayern","Deggendorf"
"Außernzell","BY","Bayern","Deggendorf"
"Schöllnach","BY","Bayern","Deggendorf"
"Freyung","BY","Bayern","Freyung-Grafenau"
"Grafenau","BY","Bayern","Freyung-Grafenau"
"Grainet","BY","Bayern","Freyung-Grafenau"
"Haidmühle","BY","Bayern","Freyung-Grafenau"
"Hohenau","BY","Bayern","Freyung-Grafenau"
"Jandelsbrunn","BY","Bayern","Freyung-Grafenau"
"Mauth","BY","Bayern","Freyung-Grafenau"
"Neureichenau","BY","Bayern","Freyung-Grafenau"
"Ringelai","BY","Bayern","Freyung-Grafenau"
"Röhrnbach","BY","Bayern","Freyung-Grafenau"
"Saldenburg","BY","Bayern","Freyung-Grafenau"
"Sankt Oswald-Riedlhütte","BY","Bayern","Freyung-Grafenau"
"Neuschönau","BY","Bayern","Freyung-Grafenau"
"Spiegelau","BY","Bayern","Freyung-Grafenau"
"Waldkirchen","BY","Bayern","Freyung-Grafenau"
"Eppenschlag","BY","Bayern","Freyung-Grafenau"
"Innernzell","BY","Bayern","Freyung-Grafenau"
"Schöfweg","BY","Bayern","Freyung-Grafenau"
"Schönberg","BY","Bayern","Freyung-Grafenau"
"Hinterschmiding","BY","Bayern","Freyung-Grafenau"
"Philippsreut","BY","Bayern","Freyung-Grafenau"
"Thurmansbang","BY","Bayern","Freyung-Grafenau"
"Zenting","BY","Bayern","Freyung-Grafenau"
"Fürsteneck","BY","Bayern","Freyung-Grafenau"
"Perlesreut","BY","Bayern","Freyung-Grafenau"
"Annathaler Wald","BY","Bayern","Freyung-Grafenau"
"Frauenberger u. Duschlberger Wald","BY","Bayern","Freyung-Grafenau"
"Graineter Wald","BY","Bayern","Freyung-Grafenau"
"Leopoldsreuter Wald","BY","Bayern","Freyung-Grafenau"
"Mauther Forst","BY","Bayern","Freyung-Grafenau"
"Philippsreuter Wald","BY","Bayern","Freyung-Grafenau"
"Pleckensteiner Wald","BY","Bayern","Freyung-Grafenau"
"Sankt Oswald","BY","Bayern","Freyung-Grafenau"
"Schlichtenberger Wald","BY","Bayern","Freyung-Grafenau"
"Schönbrunner Wald","BY","Bayern","Freyung-Grafenau"
"Waldhäuserwald","BY","Bayern","Freyung-Grafenau"
"Abensberg","BY","Bayern","Kelheim"
"Bad Abbach","BY","Bayern","Kelheim"
"Kelheim","BY","Bayern","Kelheim"
"Mainburg","BY","Bayern","Kelheim"
"Neustadt a.d.Donau","BY","Bayern","Kelheim"
"Painten","BY","Bayern","Kelheim"
"Riedenburg","BY","Bayern","Kelheim"
"Rohr i.NB","BY","Bayern","Kelheim"
"Essing","BY","Bayern","Kelheim"
"Ihrlerstein","BY","Bayern","Kelheim"
"Saal a.d.Donau","BY","Bayern","Kelheim"
"Teugn","BY","Bayern","Kelheim"
"Hausen","BY","Bayern","Kelheim"
"Herrngiersdorf","BY","Bayern","Kelheim"
"Langquaid","BY","Bayern","Kelheim"
"Biburg","BY","Bayern","Kelheim"
"Kirchdorf","BY","Bayern","Kelheim"
"Siegenburg","BY","Bayern","Kelheim"
"Train","BY","Bayern","Kelheim"
"Wildenberg","BY","Bayern","Kelheim"
"Aiglsbach","BY","Bayern","Kelheim"
"Attenhofen","BY","Bayern","Kelheim"
"Elsendorf","BY","Bayern","Kelheim"
"Volkenschwand","BY","Bayern","Kelheim"
"Dürnbucher Forst","BY","Bayern","Kelheim"
"Frauenforst","BY","Bayern","Kelheim"
"Hacklberg","BY","Bayern","Kelheim"
"Adlkofen","BY","Bayern","Landshut"
"Altdorf","BY","Bayern","Landshut"
"Bodenkirchen","BY","Bayern","Landshut"
"Buch a.Erlbach","BY","Bayern","Landshut"
"Eching","BY","Bayern","Landshut"
"Ergolding","BY","Bayern","Landshut"
"Essenbach","BY","Bayern","Landshut"
"Geisenhausen","BY","Bayern","Landshut"
"Hohenthann","BY","Bayern","Landshut"
"Kumhausen","BY","Bayern","Landshut"
"Neufahrn i.NB","BY","Bayern","Landshut"
"Niederaichbach","BY","Bayern","Landshut"
"Pfeffenhausen","BY","Bayern","Landshut"
"Rottenburg a.d.Laaber","BY","Bayern","Landshut"
"Tiefenbach","BY","Bayern","Landshut"
"Vilsbiburg","BY","Bayern","Landshut"
"Vilsheim","BY","Bayern","Landshut"
"Bruckberg","BY","Bayern","Landshut"
"Bayerbach b.Ergoldsbach","BY","Bayern","Landshut"
"Ergoldsbach","BY","Bayern","Landshut"
"Furth","BY","Bayern","Landshut"
"Obersüßbach","BY","Bayern","Landshut"
"Weihmichl","BY","Bayern","Landshut"
"Postau","BY","Bayern","Landshut"
"Weng","BY","Bayern","Landshut"
"Wörth a.d.Isar","BY","Bayern","Landshut"
"Aham","BY","Bayern","Landshut"
"Gerzen","BY","Bayern","Landshut"
"Kröning","BY","Bayern","Landshut"
"Schalkham","BY","Bayern","Landshut"
"Altfraunhofen","BY","Bayern","Landshut"
"Baierbach","BY","Bayern","Landshut"
"Neufraunhofen","BY","Bayern","Landshut"
"Velden","BY","Bayern","Landshut"
"Wurmsham","BY","Bayern","Landshut"
"Aicha vorm Wald","BY","Bayern","Passau"
"Aldersbach","BY","Bayern","Passau"
"Bad Füssing","BY","Bayern","Passau"
"Breitenberg","BY","Bayern","Passau"
"Büchlberg","BY","Bayern","Passau"
"Eging a.See","BY","Bayern","Passau"
"Fürstenstein","BY","Bayern","Passau"
"Fürstenzell","BY","Bayern","Passau"
"Bad Griesbach i.Rottal","BY","Bayern","Passau"
"Haarbach","BY","Bayern","Passau"
"Hauzenberg","BY","Bayern","Passau"
"Hofkirchen","BY","Bayern","Passau"
"Hutthurm","BY","Bayern","Passau"
"Kirchham","BY","Bayern","Passau"
"Kößlarn","BY","Bayern","Passau"
"Neuburg a.Inn","BY","Bayern","Passau"
"Neuhaus a.Inn","BY","Bayern","Passau"
"Neukirchen vorm Wald","BY","Bayern","Passau"
"Obernzell","BY","Bayern","Passau"
"Ortenburg","BY","Bayern","Passau"
